Company,Job Title,Job Type,Experience level,Company_requirement,Facilities,Salary (USD),Job Format,country,Domain
Coupang,"[??-??&???] Senior, Data Analyst (Channel Analytics)",Full Time,Senior-level,"Airflow,Data quality,GitHub,Jira,Privacy,Python",Not specified,92000.0,In location,Not exists,Data Analyst
Penguin Formula,"Senior Machine Learning Expert (on-site, Brussels / Belgium)",Full Time,Senior-level,"Agile,Airflow,Architecture,AWS,Azure,Cassandra","Career development,Startup environment",62000.0,In location,Belgium,Machine Learning
Logibec Inc.,"Spécialiste, intelligence d'affaires / Specialist, Business Intelligence",Full Time,Senior-level,"Agile,Business Intelligence,Computer Science,Consulting,CX,Excel","Career development,Flex hours,Flex vacation,Health care,Team events",69000.0,In location,Canada,Business Intelligence
Ramp,Senior Product Manager | API & Data Products,Full Time,Senior-level,"APIs,Finance,FinTech","401(k) matching,Career development,Equity,Fertility benefits,Health care",174000.0,In location,United States,"SENIOR PRODUCT MANAGER | API & DATA PRODUCTS APIS,FINANCE,FINTECH,,,"
Xometry Inc.,Senior Data Analyst,Full Time,Senior-level,"Looker,SQL","401(k) matching,Career development,Competitive pay,Equity,Flex hours",92000.0,Remote,United States,Data Analyst
Publicis Groupe,"Senior Analyst, Data Science and Analytics",Full Time,Senior-level,"Data visualization,Excel,Mathematics,Power BI,Research,SQL","401(k) matching,Career development,Fertility benefits,Flex hours,Flex vacation",84000.0,In location,United States,Data Science
TetraScience,Senior Product Manager - Data Management & Search,Full Time,Senior-level,"APIs,Architecture,Athena,BigQuery,Computer Science,Data management","Flex hours,Flex vacation,Transparency,Unlimited paid time off",62000.0,Remote,United States,"SENIOR PRODUCT MANAGER - DATA MANAGEMENT & SEARCH APIS,ARCHITECTURE,ATHENA,BIGQUERY,COMPUTER SCIENCE,DATA MANAGEMENT"
"UWorld, LLC",Accounting Professor- Data Analytics/AIS- 90K+ Salary,Full Time,Mid-level,"Data Analytics,PhD,Spark,Testing","Career development,Health care,Salary bonus",56000.0,In location,United States,Big Data
RVO Health,Senior Data Engineer - Healthgrades,Full Time,Senior-level,"Airflow,Architecture,AWS,Data management,Data pipelines,Docker","401(k) matching,Career development,Competitive pay,Flex vacation,Health care",80000.0,Remote,United States,Data Engineer
Aptos,Sr Applied Data Scientist,Full Time,Senior-level,"Architecture,Bayesian,BigQuery,Business Intelligence,Classification,Clustering","Career development,Competitive pay",50000.0,Remote,United Kingdom,Data Science
3Pillar Global,Business Intelligence Engineer,Full Time,Senior-level,"Agile,Azure,Business Intelligence,Data quality,Data visualization,Data warehouse","Career development,Flex hours,Flex vacation,Salary bonus",62000.0,In location,Mexico,Business Intelligence
WNS Global Services,Assistant Mgr - Data Sciences,Full Time,Entry-level,"Angular,APIs,Azure,Banking,Finance,Flask",Not specified,35000.0,In location,India,"ASSISTANT MGR - DATA SCIENCES ANGULAR,APIS,AZURE,BANKING,FINANCE,FLASK"
Impact,Data Scientist,Full Time,Mid-level,"Big Data,Computer Science,Data analysis,Genetics,Machine Learning,Mathematics","Career development,Equity,Flex hours,Flex vacation,Team events",60000.0,In location,South Africa,Data Science
CleverConnect,Data Analyst - Stage de fin d'études - Paris 2e,Full Time,Entry-level,"Agile,Architecture,AWS,BigQuery,Dataflow,Data visualization","Career development,Yoga",48000.0,In location,France,Data Analyst
Sportradar,Trading BI Developer,Full Time,Senior-level,"AWS,Data visualization,Engineering,ETL,Qlik,Redshift",Not specified,55000.0,In location,India,Business Intelligence
Publicis Groupe,Data Analytics Intern - Le Cubs 2023,Internship,Entry-level,"APIs,Data analysis,Data Analytics,Power BI,Unstructured data","Career development,Equity,Startup environment,Team events",0.0,In location,South Africa,Data Analyst
Adevinta,Product Data Analyst -  F/H,Full Time,Senior-level,"E-commerce,Python,SQL","Flex hours,Team events",92000.0,In location,France,Data Analyst
The TIE,Data Scientist (Crypto),Full Time,Mid-level,"APIs,Blockchain,Crypto,Data analysis,Data Analytics,Engineering","Equity,Flex hours,Flex vacation,Health care,Insurance",60000.0,Remote,United States,Data Science
CI&T,"[Job- 10639] Senior Data Engineer Developer, Brazil",Full Time,Senior-level,"AWS,Azure,CX,Data management,Data Mining,Data pipelines","Career development,Fitness / gym,Health care,Parental leave,Startup environment",115000.0,In location,Brazil,Data Engineer
Ocorian,Business Intelligence Associate,Full Time,Senior-level,"Agile,Business Intelligence,Excel,Finance,Power BI,Tableau",Startup environment,62000.0,In location,United Kingdom,Business Intelligence
Memora Health,"Analyst, Reporting and Business Intelligence",Full Time,Senior-level,"Business Intelligence,Engineering,Looker,MongoDB,Python,R","Career development,Competitive pay,Equity,Flex hours,Health care",100000.0,Remote,Remote Worldwide,Business Intelligence
Verisk,Data Science Software Engineer,Full Time,Not specified,"Athena,Avro,AWS,Big Data,CI/CD,Data Mining",Career development,63000.0,In location,Mexico,Data Science
insightsoftware,Product Owner with Tableau/Power BI(6 to 10 years),Full Time,Senior-level,"Agile,Business Intelligence,Engineering,Finance,Kanban,NLP",Not specified,55000.0,In location,India,Business Intelligence
Hugging Face,"Machine Learning & Software Engineer, Infrastructure - EMEA Remote",Full Time,Mid-level,"AWS,DevOps,Engineering,GCP,Git,GitHub","Career development,Conferences,Equity,Flex hours,Flex vacation",45000.0,Remote,Remote Worldwide,Machine Learning
ServiceNow,Sr AI Solution Developer (ServiceNow Developer),Full Time,Senior-level,"Architecture,Chatbots,Deep Learning,Engineering,Excel,JavaScript","Equity,Flex hours",55000.0,In location,India,Artificial Intelligence
Samsara,Data Integrations Engineer,Full Time,Senior-level,"Agile,APIs,Architecture,Computer Science,Data management,Engineering","Career development,Equity,Flex hours,Health care,Home office stipend",79000.0,Remote,United States,"DATA INTEGRATIONS ENGINEER AGILE,APIS,ARCHITECTURE,COMPUTER SCIENCE,DATA MANAGEMENT,ENGINEERING"
PA Consulting,Data Scientist,Full Time,Not specified,"Big Data,Business Intelligence,Computer Science,Excel,Machine Learning,Mathematics","Health care,Insurance,Medical leave,Salary bonus",92000.0,In location,United Kingdom,Data Science
insightsoftware,Data Engineer II,Full Time,Not specified,"Agile,Architecture,AWS,Azure,Business Intelligence,Data analysis",Not specified,96000.0,In location,United States,Data Engineer
Icertis,Lead Software Engineer - AI/ML team (.net + python),Full Time,Senior-level,"Agile,APIs,Architecture,Azure,JavaScript,Kubernetes",Not specified,55000.0,In location,India,Artificial Intelligence
Charger Logistics Inc,Transportation Data Analyst Coordinator,Full Time,Mid-level,"Computer Science,Economics,Excel,Finance,Mathematics,Power BI","Competitive pay,Insurance",65000.0,In location,Mexico,Data Analyst
TeamViewer,Senior Applied Data Scientist (all genders) AI,Full Time,Senior-level,"AI strategy,Computer Science,Data analysis,Data Analytics,Deep Learning,Engineering","Career development,Equity,Startup environment,Team events",50000.0,In location,Germany,Artificial Intelligence
Skan,Power BI Analyst,Full Time,Senior-level,"Business Intelligence,Data Analytics,Data Mining,Data Warehousing,Engineering,Excel","Startup environment,Team events",48000.0,Remote,India,Data Analyst
Chime,Senior Machine Learning Engineer,Full Time,Senior-level,"Airflow,Banking,Computer Science,Data analysis,Data pipelines,Deep Learning","401(k) matching,Career development,Competitive pay,Equity,Flex vacation",133000.0,In location,United States,Data Analyst
Bosch Group,Senior Cloud DevOps Engineer (Data & AI) bei eBike Systems (w/m/div.),Full Time,Senior-level,"Architecture,AWS,Azure,CI/CD,Data management,DevOps",Team events,62000.0,In location,Germany,Artificial Intelligence
Mekari,Business Intelligence Analyst I,Full Time,Not specified,"Big Data,Business Intelligence,Computer Science,Consulting,Data Mining,Data warehouse",Career development,50000.0,In location,Indonesia,Big Data
Western Digital,Power BI Data Visualization Analyst,Full Time,Entry-level,"Architecture,Data analysis,Data visualization,EDA,Power BI,SQL",Not specified,35000.0,In location,Israel,Data Analyst
iKhokha,Data Engineer,Full Time,Mid-level,"Agile,APIs,AWS,Azure,Computer Science,Data governance","Career development,Medical leave,Startup environment",73000.0,In location,South Africa,Data Engineer
Cognism,Data Analyst (CEO Office),Full Time,Mid-level,"Computer Science,Data analysis,Economics,Excel,Mathematics,Python","Career development,Parental leave,Wellness",65000.0,In location,United Kingdom,Data Analyst
Standard Bank Group,Senior Data Science Analyst- Model Validation,Full Time,Senior-level,"Banking,Business Analytics,Classification,Credit risk,Data analysis,Engineering","Career development,Startup environment",48000.0,In location,South Africa,Data Science
Adevinta,Machine Learning Engineer,Full Time,Senior-level,"Agile,APIs,AWS,Computer Science,Data governance,Data pipelines","Career development,Flex hours,Salary bonus,Team events",131000.0,In location,Spain,Machine Learning
Shopify,Sr. Revenue Operations Specialist - Data Analytics,Full Time,Senior-level,"Architecture,Business Intelligence,Data analysis,Data Analytics,Data governance,Data management",Startup environment,69000.0,In location,United States,Data Analyst
Bosch Group,PhD Position - Neuro-Symbolic AI for Scene Understanding in Autonomous Driving,Full Time,Entry-level,"Autonomous Driving,Computer Science,Engineering,GPU,Machine Learning,Mathematics",Conferences,39000.0,In location,Germany,Artificial Intelligence
ServiceNow,"Staff Data Analyst, Product Analytics",Full Time,Senior-level,"Business Intelligence,Computer Science,Data analysis,Data management,Data quality,Data visualization","401(k) matching,Career development,Competitive pay,Equity,Flex hours",0.0,In location,United States,Data Analyst
Angi,"Senior Product Manager, Large Language Model",Full Time,Senior-level,"Computer Science,Data Analytics,Engineering,LLMs,Machine Learning,NLP","401(k) matching,Career development,Competitive pay,Equity,Flex hours",135000.0,In location,United States,Data Analyst
QuintoAndar,QuintoAndar - Analytics Engineer,Full Time,Not specified,"Airflow,ELT,ETL,Parquet,Pipelines,Python",Fitness / gym,103000.0,In location,Brazil,"QUINTOANDAR - ANALYTICS ENGINEER AIRFLOW,ELT,ETL,PARQUET,PIPELINES,PYTHON"
NBCUniversal,"VP, Data Products",Full Time,Executive-level,"Agile,Architecture,Business Intelligence,Data strategy,Finance,Jira",Not specified,81000.0,In location,United States,Business Intelligence
Atlassian,Machine Learning Engineer,Full Time,Senior-level,"Computer Science,Data analysis,Engineering,Keras,Machine Learning,ML models","Career development,Travel",143000.0,In location,United States,Data Analyst
Asana,"Data Science Director, Adoption & Enterprise",Full Time,Executive-level,"Causal inference,Computer Science,Data analysis,Data management,Engineering,Genetics","Career development,Equity,Startup environment",0.0,In location,United States,Data Science
Geotab Inc.,"Data Platform Developer, Machine Learning",Full Time,Senior-level,"Airflow,APIs,Architecture,Avro,Big Data,BigQuery","Career development,Flex hours,Health care,Medical leave,Parental leave",69000.0,In location,Canada,Big Data
Averna,Senior Vision Engineer (English version),Full Time,Senior-level,"Architecture,Deep Learning,Engineering,Industrial,OpenCV,Python","Career development,Competitive pay,Equity,Flex hours,Flex vacation",69000.0,In location,Canada,"SENIOR VISION ENGINEER (ENGLISH VERSION) ARCHITECTURE,DEEP LEARNING,ENGINEERING,INDUSTRIAL,OPENCV,PYTHON"
84.51°,Lead Data Scientist (P3436),Full Time,Senior-level,"Computer Science,Consulting,Data pipelines,Economics,Engineering,Excel",Career development,129000.0,In location,United States,Data Science
PointClickCare,(Canada) Business Intelligence Engineer,Full Time,Not specified,"APIs,Azure,Business Intelligence,Data analysis,Data Analytics,Databricks",Not specified,56000.0,Remote,Canada,Data Analyst
Charger Logistics Inc,Data Engineer,Full Time,Mid-level,"Agile,Airflow,Big Data,Business Intelligence,Computer Science,Data Analytics","Career development,Competitive pay",73000.0,In location,Canada,Big Data
Motorway,Lead ML Platform Engineer,Full Time,Mid-level,"AWS,CI/CD,Deep Learning,DevOps,Docker,EC2","Career development,Competitive pay,Fitness / gym,Gear,Health care",51000.0,In location,United Kingdom,Machine Learning
Visa,Staff Data Engineer,Full Time,Senior-level,"Agile,APIs,Architecture,Banking,Big Data,CI/CD","Career development,Flex hours,Startup environment",55000.0,In location,India,Big Data
Charger Logistics Inc,Transportation Data Analyst (Tableau),Full Time,Mid-level,"Agile,Scrum,Tableau","Career development,Competitive pay,Insurance",65000.0,In location,Mexico,Data Analyst
Vention,Robotics Software Developer Intern Fall 2023,Internship,Entry-level,"Distributed Systems,Industrial,JavaScript,Python,Robotics",Startup environment,0.0,In location,Canada,"ROBOTICS SOFTWARE DEVELOPER INTERN FALL 2023 DISTRIBUTED SYSTEMS,INDUSTRIAL,JAVASCRIPT,PYTHON,ROBOTICS,"
Vattenfall,Senior Data Architect,Full Time,Senior-level,"Architecture,Azure,Big Data,Computer Science,Data governance,Data strategy",Career development,135000.0,In location,Germany,Big Data
CCRi,"Software Engineer, Computer Vision Program",Full Time,Entry-level,"Agile,Angular,APIs,Architecture,AWS,Azure","401(k) matching,Career development,Flex hours,Flex vacation,Health care",84000.0,In location,United States,"SOFTWARE ENGINEER, COMPUTER VISION PROGRAM AGILE,ANGULAR,APIS,ARCHITECTURE,AWS,AZURE"
RVU,Data Engineer - Tempcover,Full Time,Mid-level,"Agile,APIs,Architecture,Azure,DevOps,ELT","Career development,Flex hours,Salary bonus,Startup environment",73000.0,In location,United Kingdom,Data Engineer
Eurofins,Data Engineer,Full Time,Senior-level,"Agile,APIs,Azure,CI/CD,Computer Science,Data pipelines",Not specified,115000.0,In location,Malaysia,Data Engineer
Truveta,ML PhD Intern - LLMs & Generative AI,Internship,Entry-level,"Architecture,Big Data,Computer Science,Data analysis,Deep Learning,Engineering","Career development,Competitive pay",0.0,In location,United States,Artificial Intelligence
Trigo,Alternance - « Data Analyst » ou « Equipe Business Intelligence » (H/F),Full Time,Entry-level,"Business Intelligence,Excel,Power BI,SQL",Not specified,48000.0,In location,France,Data Analyst
TradingHub,Software Engineer - Structured Data Strategies,Full Time,Mid-level,"Big Data,Engineering,Finance,SQL,STEM","Career development,Competitive pay,Flex hours,Parental leave,Salary bonus",51000.0,In location,United Kingdom,Big Data
ChargePoint,Data Science Intern,Internship,Entry-level,"AWS,Big Data,Business Intelligence,Data analysis,Data Analytics,Data pipelines","Career development,Equity,Gear",0.0,In location,United States,Data Science
Data Science Group,Data Scientist,Full Time,Mid-level,"Architecture,AWS,Azure,Computer Science,Data Mining,Engineering",Not specified,60000.0,In location,Israel,Data Science
OKX,Institution Data Analyst,Full Time,Entry-level,"Blockchain,Crypto,Data analysis,Engineering,Finance,Mathematics","Career development,Competitive pay",48000.0,In location,Singapore,Data Analyst
Databricks,Senior Solutions Engineer - Big Data,Full Time,Senior-level,"Architecture,AWS,Azure,Big Data,Cassandra,Consulting","Career development,Health care,Insurance,Medical leave,Parental leave",55000.0,In location,India,Big Data
Motive,Machine Learning Engineer,Full Time,Not specified,"Architecture,Computer Science,Deep Learning,Engineering,Machine Learning,ML models","Career development,Startup environment",90000.0,Remote,Remote Worldwide,Machine Learning
Raft,Principal Machine Learning (ML) Engineer,Full Time,Senior-level,"Data quality,Machine Learning,MLOps,Model training,Security,Statistics","401(k) matching,Career development,Competitive pay,Flex vacation,Health care",62000.0,Remote,United States,Machine Learning
Xe,Product Data Engineer,Full Time,Mid-level,"Amplitude,Angular,Engineering,JavaScript,React,Statistics",Team events,73000.0,In location,Chile,Data Engineer
CleverConnect,Data Engineer - Stage de fin d'études - Paris 2e,Full Time,Entry-level,"Agile,Architecture,AWS,BigQuery,Dataflow,Data visualization","Career development,Yoga",59000.0,In location,France,Data Engineer
bunq,Data Engineer,Full Time,Mid-level,"AWS,Banking,ETL,NLP,Python,SQL","Career development,Equity,Flex vacation,Health care,Insurance",73000.0,In location,Turkey,Data Engineer
DirectID,Senior Data Engineer/Scientist,Full Time,Mid-level,"Azure,Banking,Data analysis,Databricks,Data Mining,Engineering","Career development,Competitive pay,Flex hours,Health care,Team events",73000.0,Remote,United Kingdom,Data Engineer
Vitol,Data Scientist,Full Time,Senior-level,"Agile,AWS,Machine Learning,Mathematics,ML models,Plotly","Career development,Flex hours",129000.0,In location,United Kingdom,Data Science
Rec Room,"Principal Data Scientist, Machine Learning",Full Time,Senior-level,"A/B testing,Computer Science,Databricks,Engineering,Genetics,Machine Learning","Career development,Equity,Health care,Medical leave,Unlimited paid time off",129000.0,Remote,Canada,Data Science
Intelerad,Sr Director - Project Implementation - Medical Imaging / PACS,Full Time,Senior-level,"Agile,Architecture,AWS,Azure,Computer Science,Consulting","Career development,Health care",62000.0,In location,United States,"SR DIRECTOR - PROJECT IMPLEMENTATION - MEDICAL IMAGING / PACS AGILE,ARCHITECTURE,AWS,AZURE,COMPUTER SCIENCE,CONSULTING"
